#Instance dat_num .col .dat
1-Insertions_5 reachable_05 ../../benchmark/ds-reconf-230425/original/1-Insertions_5.col ../../benchmark/ds-reconf-230425/original/1-Insertions_5_reachable_05.dat
1-Insertions_5 reachable_06 ../../benchmark/ds-reconf-230425/original/1-Insertions_5.col ../../benchmark/ds-reconf-230425/original/1-Insertions_5_reachable_06.dat
1-Insertions_5 reachable_07 ../../benchmark/ds-reconf-230425/original/1-Insertions_5.col ../../benchmark/ds-reconf-230425/original/1-Insertions_5_reachable_07.dat
1-Insertions_5 reachable_08 ../../benchmark/ds-reconf-230425/original/1-Insertions_5.col ../../benchmark/ds-reconf-230425/original/1-Insertions_5_reachable_08.dat
1-Insertions_5 reachable_09 ../../benchmark/ds-reconf-230425/original/1-Insertions_5.col ../../benchmark/ds-reconf-230425/original/1-Insertions_5_reachable_09.dat
1-Insertions_5 reachable_10 ../../benchmark/ds-reconf-230425/original/1-Insertions_5.col ../../benchmark/ds-reconf-230425/original/1-Insertions_5_reachable_10.dat
2-Fullins_3 reachable_01 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_01.dat
2-Fullins_3 reachable_02 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_02.dat
2-Fullins_3 reachable_03 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_03.dat
2-Fullins_3 reachable_04 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_04.dat
2-Fullins_3 reachable_05 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_05.dat
2-Fullins_3 reachable_06 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_06.dat
2-Fullins_3 reachable_07 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_07.dat
2-Fullins_3 reachable_08 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_08.dat
2-Fullins_3 reachable_09 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_09.dat
2-Fullins_3 reachable_10 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_reachable_10.dat
2-Fullins_3 unreachable_01 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_01.dat
2-Fullins_3 unreachable_02 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_02.dat
2-Fullins_3 unreachable_03 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_03.dat
2-Fullins_3 unreachable_04 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_04.dat
2-Fullins_3 unreachable_05 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_05.dat
2-Fullins_3 unreachable_06 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_06.dat
2-Fullins_3 unreachable_07 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_07.dat
2-Fullins_3 unreachable_08 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_08.dat
2-Fullins_3 unreachable_09 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_09.dat
2-Fullins_3 unreachable_10 ../../benchmark/ds-reconf-230425/original/2-FullIns_3.col ../../benchmark/ds-reconf-230425/original/2-FullIns_3_unreachable_10.dat
2-Fullins_4 reachable_01 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_01.dat
2-Fullins_4 reachable_02 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_02.dat
2-Fullins_4 reachable_03 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_03.dat
2-Fullins_4 reachable_04 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_04.dat
2-Fullins_4 reachable_05 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_05.dat
2-Fullins_4 reachable_06 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_06.dat
2-Fullins_4 reachable_07 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_07.dat
2-Fullins_4 reachable_08 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_08.dat
2-Fullins_4 reachable_09 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_09.dat
2-Fullins_4 reachable_10 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_reachable_10.dat
2-Fullins_4 unreachable_01 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_01.dat
2-Fullins_4 unreachable_02 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_02.dat
2-Fullins_4 unreachable_03 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_03.dat
2-Fullins_4 unreachable_04 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_04.dat
2-Fullins_4 unreachable_05 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_05.dat
2-Fullins_4 unreachable_06 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_06.dat
2-Fullins_4 unreachable_07 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_07.dat
2-Fullins_4 unreachable_08 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_08.dat
2-Fullins_4 unreachable_09 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_09.dat
2-Fullins_4 unreachable_10 ../../benchmark/ds-reconf-230425/original/2-FullIns_4.col ../../benchmark/ds-reconf-230425/original/2-FullIns_4_unreachable_10.dat
2-Insertions_3 reachable_01 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_01.dat
2-Insertions_3 reachable_02 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_02.dat
2-Insertions_3 reachable_03 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_03.dat
2-Insertions_3 reachable_04 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_04.dat
2-Insertions_3 reachable_05 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_05.dat
2-Insertions_3 reachable_06 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_06.dat
2-Insertions_3 reachable_07 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_07.dat
2-Insertions_3 reachable_08 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_08.dat
2-Insertions_3 reachable_09 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_09.dat
2-Insertions_3 reachable_10 ../../benchmark/ds-reconf-230425/original/2-Insertions_3.col ../../benchmark/ds-reconf-230425/original/2-Insertions_3_reachable_10.dat
3-Fullins_3 reachable_01 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_reachable_01.dat
3-Fullins_3 reachable_02 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_reachable_02.dat
3-Fullins_3 reachable_03 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_reachable_03.dat
3-Fullins_3 reachable_04 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_reachable_04.dat
3-Fullins_3 unreachable_01 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_01.dat
3-Fullins_3 unreachable_02 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_02.dat
3-Fullins_3 unreachable_03 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_03.dat
3-Fullins_3 unreachable_04 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_04.dat
3-Fullins_3 unreachable_05 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_05.dat
3-Fullins_3 unreachable_06 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_06.dat
3-Fullins_3 unreachable_07 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_07.dat
3-Fullins_3 unreachable_08 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_08.dat
3-Fullins_3 unreachable_09 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_09.dat
3-Fullins_3 unreachable_10 ../../benchmark/ds-reconf-230425/original/3-FullIns_3.col ../../benchmark/ds-reconf-230425/original/3-FullIns_3_unreachable_10.dat
3-Fullins_4 reachable_01 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_01.dat
3-Fullins_4 reachable_02 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_02.dat
3-Fullins_4 reachable_03 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_03.dat
3-Fullins_4 reachable_04 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_04.dat
3-Fullins_4 reachable_05 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_05.dat
3-Fullins_4 reachable_06 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_06.dat
3-Fullins_4 reachable_07 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_07.dat
3-Fullins_4 reachable_08 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_08.dat
3-Fullins_4 reachable_09 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_09.dat
3-Fullins_4 reachable_10 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_reachable_10.dat
3-Fullins_4 unreachable_01 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_01.dat
3-Fullins_4 unreachable_02 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_02.dat
3-Fullins_4 unreachable_03 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_03.dat
3-Fullins_4 unreachable_04 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_04.dat
3-Fullins_4 unreachable_05 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_05.dat
3-Fullins_4 unreachable_06 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_06.dat
3-Fullins_4 unreachable_07 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_07.dat
3-Fullins_4 unreachable_08 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_08.dat
3-Fullins_4 unreachable_09 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_09.dat
3-Fullins_4 unreachable_10 ../../benchmark/ds-reconf-230425/original/3-FullIns_4.col ../../benchmark/ds-reconf-230425/original/3-FullIns_4_unreachable_10.dat
3-Insertions_3 reachable_01 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_01.dat
3-Insertions_3 reachable_02 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_02.dat
3-Insertions_3 reachable_03 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_03.dat
3-Insertions_3 reachable_04 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_04.dat
3-Insertions_3 reachable_05 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_05.dat
3-Insertions_3 reachable_06 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_06.dat
3-Insertions_3 reachable_07 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_07.dat
3-Insertions_3 reachable_08 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_08.dat
3-Insertions_3 reachable_09 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_09.dat
3-Insertions_3 reachable_10 ../../benchmark/ds-reconf-230425/original/3-Insertions_3.col ../../benchmark/ds-reconf-230425/original/3-Insertions_3_reachable_10.dat
4-Fullins_3 reachable_01 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_01.dat
4-Fullins_3 reachable_02 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_02.dat
4-Fullins_3 reachable_03 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_03.dat
4-Fullins_3 reachable_04 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_04.dat
4-Fullins_3 reachable_05 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_05.dat
4-Fullins_3 reachable_06 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_06.dat
4-Fullins_3 reachable_07 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_07.dat
4-Fullins_3 reachable_08 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_08.dat
4-Fullins_3 reachable_09 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_09.dat
4-Fullins_3 reachable_10 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_reachable_10.dat
4-Fullins_3 unreachable_01 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_01.dat
4-Fullins_3 unreachable_02 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_02.dat
4-Fullins_3 unreachable_03 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_03.dat
4-Fullins_3 unreachable_04 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_04.dat
4-Fullins_3 unreachable_05 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_05.dat
4-Fullins_3 unreachable_06 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_06.dat
4-Fullins_3 unreachable_07 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_07.dat
4-Fullins_3 unreachable_08 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_08.dat
4-Fullins_3 unreachable_09 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_09.dat
4-Fullins_3 unreachable_10 ../../benchmark/ds-reconf-230425/original/4-FullIns_3.col ../../benchmark/ds-reconf-230425/original/4-FullIns_3_unreachable_10.dat
4-Insertions_3 reachable_01 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_01.dat
4-Insertions_3 reachable_02 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_02.dat
4-Insertions_3 reachable_03 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_03.dat
4-Insertions_3 reachable_04 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_04.dat
4-Insertions_3 reachable_05 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_05.dat
4-Insertions_3 reachable_06 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_06.dat
4-Insertions_3 reachable_07 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_07.dat
4-Insertions_3 reachable_08 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_08.dat
4-Insertions_3 reachable_09 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_09.dat
4-Insertions_3 reachable_10 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_reachable_10.dat
4-Insertions_3 unreachable_01 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_01.dat
4-Insertions_3 unreachable_02 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_02.dat
4-Insertions_3 unreachable_03 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_03.dat
4-Insertions_3 unreachable_04 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_04.dat
4-Insertions_3 unreachable_05 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_05.dat
4-Insertions_3 unreachable_06 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_06.dat
4-Insertions_3 unreachable_07 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_07.dat
4-Insertions_3 unreachable_08 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_08.dat
4-Insertions_3 unreachable_09 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_09.dat
4-Insertions_3 unreachable_10 ../../benchmark/ds-reconf-230425/original/4-Insertions_3.col ../../benchmark/ds-reconf-230425/original/4-Insertions_3_unreachable_10.dat
5-Fullins_3 reachable_01 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_reachable_01.dat
5-Fullins_3 reachable_02 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_reachable_02.dat
5-Fullins_3 unreachable_01 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_01.dat
5-Fullins_3 unreachable_02 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_02.dat
5-Fullins_3 unreachable_03 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_03.dat
5-Fullins_3 unreachable_04 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_04.dat
5-Fullins_3 unreachable_05 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_05.dat
5-Fullins_3 unreachable_06 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_06.dat
5-Fullins_3 unreachable_07 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_07.dat
